NAME,DISTRICT,OFFICE,CYCLECAND,CURCAND,PARTY,INCUMBENCY,Netreceipts,NetDisbments,Inidv,ECOH,CandContrib,CandLoan,CandLoanRepay,DebtOwed,EndDate,,#REF!
"Barilla, Richard",NJ 008,US HOUSE,Y,1,I,Not an Incumbent,"5,600.00","3,748.00",0,"1,851.00",5600,0,0,0,6/30/2025,,
"Creekmore, Kyah",NC 005,US HOUSE,Y,1,D,Not an Incumbent,"5,579.00","5,425.00","2,213.00",162,366,0,0,0,12/31/2025,,
"Amador, Jaliel",NY 013,US HOUSE,Y,1,D,Not an Incumbent,"5,481.00","5,041.00","5,481.00",440,0,0,0,0,12/31/2025,,
"Irizarry, Christopher",FL 012,US HOUSE,Y,1,D,Not an Incumbent,"5,476.00","4,037.00","4,476.00","1,439.00",0,1000,0,1000,12/31/2025,,
"Feitosa, Dennis",CA 030,US HOUSE,Y,1,R,Not an Incumbent,"5,457.00",548,"5,457.00","4,909.00",0,0,0,0,12/31/2025,,
"Croley, Mike",TN 006,US HOUSE,Y,1,D,Not an Incumbent,"5,457.00","1,725.00","5,507.00","3,791.00",0,0,0,0,12/31/2025,,
"Manrique, Jill",IL 009,US HOUSE,Y,1,D,Not an Incumbent,"5,397.00","5,323.00","5,357.00",73,40,0,0,0,9/30/2025,,
"Neal Ed.D., Joyce",TN 005,US HOUSE,Y,1,D,Not an Incumbent,"5,360.00",206,360,18,5000,0,0,0,12/31/2025,,
"Hustedt-Mai, Anthony",IN 004,US HOUSE,Y,1,R,Not an Incumbent,"5,324.00","4,788.00","5,324.00",535,0,0,0,0,12/31/2025,,
"Dykes, Tyler",SC 001,US HOUSE,Y,1,R,Not an Incumbent,"5,265.00","5,254.00","1,000.00",4,0,2994,0,2994,12/31/2025,,
"Thain, Terry",TX 009,US HOUSE,Y,1,R,Not an Incumbent,"5,250.00","3,397.00",50,"1,858.00",0,5200,0,5200,12/31/2025,,
"Kramer, Anna",CA 015,US HOUSE,Y,1,R,Not an Incumbent,"5,250.00","6,937.00",0,0,5250,0,0,18400,3/31/2025,,
"Helton, Darren",CA 011,US HOUSE,Y,1,D,Not an Incumbent,"5,247.00","5,247.00",0,0,0,5247,0,0,12/31/2025,,
"Green Dr., Terri",AR 001,US HOUSE,Y,1,D,Not an Incumbent,"5,190.00","3,552.00","1,747.00","1,637.00",0,0,0,3442,12/31/2025,,
"Shumway, Perry",ID 002,US HOUSE,Y,1,R,Not an Incumbent,"5,141.00",466,"4,641.00","4,974.00",500,0,0,0,12/31/2025,,
"Follmer, Adam",WI 001,US HOUSE,Y,1,I,Not an Incumbent,"5,131.00",31,0,"5,100.00",131,5000,0,5000,12/31/2025,,
"Krzyzanowski, Suzanne",VA 005,US HOUSE,Y,1,D,Not an Incumbent,"5,100.00",637,0,"4,462.00",5100,0,0,0,12/31/2025,,
"Coleman, Keith",TX 008,US HOUSE,Y,1,D,Not an Incumbent,"5,026.00","3,797.00","4,612.00","1,228.00",414,0,0,0,12/31/2025,,
"Sleister, Nicolaus",VA 002,US HOUSE,Y,1,D,Not an Incumbent,"5,024.00","4,888.00","2,054.00",135,2970,0,0,0,9/30/2025,,
"Beatty, Arnetress",GA 005,US HOUSE,Y,1,D,Not an Incumbent,"5,000.69",414.69,0,"4,586.00",0,5001,0,5001,12/31/2025,,
"Tebrugge, Ryan",IL 015,US HOUSE,Y,1,R,Not an Incumbent,"4,999.14","2,764.14","1,000.00","2,448.00",4100,0,0,0,12/31/2025,,
"Aragon, Eddy",NM 002,US HOUSE,Y,1,R,Not an Incumbent,"4,999.00",197,"4,999.00","4,802.00",0,0,0,0,12/31/2025,,
"Leigh, Danica",IL 007,US HOUSE,Y,1,D,Not an Incumbent,"4,996.00","4,996.00","4,830.00",0,5000,0,0,0,9/29/2025,,
"Salka, John",NY 022,US HOUSE,Y,1,R,Not an Incumbent,"4,975.00","4,975.00","6,550.00",0,100,2000,0,2000,10/22/2025,,
"Klimm, Sarah",PA 011,US HOUSE,Y,1,D,Not an Incumbent,"4,970.00","4,775.00","3,420.00",394,1750,0,200,9466,12/31/2025,,
"Hale, Alexander",TX 007,US HOUSE,Y,1,R,Not an Incumbent,"4,952.00","3,610.00","1,336.00","1,342.00",5,3610,0,3610,12/31/2025,,
"Morgan, Guy",IA 002,US HOUSE,Y,1,D,Not an Incumbent,"4,834.00","3,213.00","2,321.00","1,620.00",2412,0,0,0,12/31/2025,,
"Berrios, Deliris",TX 016,US HOUSE,Y,1,R,Not an Incumbent,"4,764.00","4,896.00","2,699.00","1,091.00",0,2887,823,71414,12/31/2025,,
"Robinson, Brittney",FL 004,US HOUSE,Y,1,D,Not an Incumbent,"4,762.00","1,742.00","4,050.00","2,937.00",712,0,0,0,12/31/2025,,
"Vukasovich, Christian",MI 005,US HOUSE,Y,1,D,Not an Incumbent,"4,726.00","3,547.00","4,726.00","2,351.00",0,0,0,0,12/31/2025,,
"Glover, Danny",GA 002,US HOUSE,Y,1,D,Not an Incumbent,"4,675.00","2,882.00","4,675.00","1,892.00",0,0,0,0,6/30/2025,,
"Hockett, Chelsey",TX 005,US HOUSE,Y,1,D,Not an Incumbent,"4,659.00","-3,646.00","4,659.00","5,700.00",0,0,0,0,12/31/2025,,
"Majid, Savail",NY 010,US HOUSE,Y,1,D,Not an Incumbent,"4,623.00","1,414.00","3,301.00","3,925.00",0,1322,0,1322,12/31/2025,,
"Briggs, Caleb",MT 002,US HOUSE,Y,1,D,Not an Incumbent,"4,617.00","4,007.00","1,864.00",786,2753,0,0,0,12/31/2025,,
"Van Meter, Michael",VA 011,US HOUSE,Y,1,R,Not an Incumbent,"4,579.00","7,678.00","4,579.00",0,0,0,0,0,8/4/2025,,
"Bergmann, Charlotte",TN 009,US HOUSE,Y,1,R,Not an Incumbent,"4,524.00","5,520.00","2,024.00","2,444.00",0,0,0,51650,12/31/2025,,
"Marchant, Jim",NV 001,US HOUSE,Y,1,R,Not an Incumbent,"4,476.00","4,082.00","4,476.00",394,0,0,0,0,12/31/2025,,
"Coleman, Calvin",IL 002,US HOUSE,Y,1,3,Not an Incumbent,"4,454.00","4,454.00","1,960.00",0,1533,4500,3539,0,9/23/2025,,
"Beck, Andrew",WI 005,US HOUSE,Y,1,D,Not an Incumbent,"4,429.00","3,572.00","3,629.00",992,800,0,0,0,12/31/2025,,
"Young, Jeremy",IL 002,US HOUSE,Y,1,D,Not an Incumbent,"4,370.00","2,963.00","4,370.00",-398,0,0,0,0,1/7/2026,,
"Aranda, Miguel",WI 001,US HOUSE,Y,1,D,Not an Incumbent,"4,368.00","2,396.00","4,352.00","8,352.00",0,0,0,0,12/31/2025,,
"Wilson, Kyle",CA 001,US HOUSE,Y,1,I,Not an Incumbent,"4,222.00","3,226.00","4,120.00",989,101,0,0,0,12/31/2025,,
"Wilson, Kyle",CA 002,US HOUSE,Y,1,I,Not an Incumbent,"4,222.00","3,226.00","4,120.00",989,101,0,0,0,12/31/2025,,
"Shanahan, Whitney",CA 048,US HOUSE,Y,1,D,Not an Incumbent,"4,174.00","2,984.00","1,074.00","1,385.00",0,3100,0,3100,12/31/2025,,
"Filler, Peter",TX 002,US HOUSE,Y,1,D,Not an Incumbent,"4,143.00","3,970.00","4,143.00",230,0,0,0,0,12/31/2025,,
"Filler, Peter",TX 009,US HOUSE,Y,1,D,Not an Incumbent,"4,143.00","3,970.00","4,143.00",230,0,0,0,0,12/31/2025,,
"Pinker, Justin",GA 006,US HOUSE,Y,1,R,Not an Incumbent,"4,122.00","4,122.00",0,0,0,4122,0,4122,12/31/2025,,
"Cabildo Jr, Hector",TX 016,US HOUSE,Y,1,R,Not an Incumbent,"4,120.00","4,099.00","4,120.00",41,0,0,0,0,12/31/2025,,
"Plumb, Nicholas",TX 002,US HOUSE,Y,1,R,Not an Incumbent,"4,119.00","3,300.00",767,819,3352,0,0,0,12/31/2025,,
"Galindo, Maureen",TX 035,US HOUSE,Y,1,D,Not an Incumbent,"4,107.00","8,214.00",0,"-4,107.00",4107,0,0,0,12/31/2025,,
"Danimus, Ann",WA 005,US HOUSE,Y,1,D,Not an Incumbent,"4,034.45","3,868.45","2,282.00",188,0,1792,40,13271,12/31/2025,,
"Mcbride, John",CA 009,US HOUSE,Y,1,R,Not an Incumbent,"3,993.00","2,855.00","3,993.00",767,0,0,0,24698,12/31/2025,,
"Swaffar, Darlene",FL 023,US HOUSE,Y,1,R,Not an Incumbent,"3,925.00","4,107.00","4,550.00",0,0,1700,25,0,7/22/2025,,
"Gary, Ge'nell",TX 037,US HOUSE,Y,1,R,Not an Incumbent,"3,898.00","3,695.00","3,298.00",202,350,250,0,6247,12/31/2025,,
"Duensing, Skylar",IL 006,US HOUSE,Y,1,R,Not an Incumbent,"3,827.00","3,945.00","3,827.00",-118,0,0,0,0,12/31/2025,,
"Mueller, Rebecca",OR 002,US HOUSE,Y,1,D,Not an Incumbent,"3,771.00",824,"3,050.00","2,946.00",721,0,0,0,12/31/2025,,
"Montoya, Angie",AZ 001,US HOUSE,Y,1,D,Not an Incumbent,"3,768.00","3,110.00",658,658,3110,0,0,0,12/31/2025,,
"Hill, Jamie",MI 002,US HOUSE,Y,1,D,Not an Incumbent,"3,741.00","1,763.00","2,030.00","1,977.00",0,1711,0,1711,12/31/2025,,
"Mcmenemy, Alex",TX 038,US HOUSE,Y,1,3,Not an Incumbent,"3,732.00","3,732.00",0,0,3732,0,0,0,12/31/2025,,
"Rubell, Andrew",TX 004,US HOUSE,Y,1,D,Not an Incumbent,"3,715.00","3,658.00",590,56,0,0,0,0,12/31/2025,,
"Armitage, Casey",MI 010,US HOUSE,Y,1,R,Not an Incumbent,"3,574.00","3,316.00","2,298.00",258,1134,346,204,142,12/31/2025,,
"Gaines, Brad",TN 006,US HOUSE,Y,1,R,Not an Incumbent,"3,525.00",1,"3,525.00","3,523.00",0,0,0,0,12/31/2025,,
"Cargile, Mike",CA 035,US HOUSE,Y,1,R,Not an Incumbent,"3,515.00","1,368.00","3,515.00","2,617.00",0,0,0,12959,12/31/2025,,
"Morgan, Brendyn",IL 016,US HOUSE,Y,1,D,Not an Incumbent,"3,455.00",0,765,"3,455.00",700,1990,0,1990,9/30/2025,,
"Abu-Ghazalah, Maad",NC 007,US HOUSE,Y,1,L,Not an Incumbent,"3,389.00","1,889.00","1,500.00","1,500.00",149,0,0,0,12/31/2025,,
"Claiborne, Alexis",CA 023,US HOUSE,Y,1,D,Not an Incumbent,"3,367.00",519,"3,367.00","4,819.00",0,0,0,0,9/30/2025,,
"Arellano, Julian",CA 049,US HOUSE,Y,1,D,Not an Incumbent,"3,262.00","2,245.00","3,220.00",250,0,0,0,0,12/31/2025,,
"Haynes Iii, Frederick",TX 030,US HOUSE,Y,1,D,Not an Incumbent,"3,247.00","3,247.00","3,247.00",0,0,0,0,0,12/31/2025,,
"Turnipseed, Jenna",GA 014,US HOUSE,Y,1,R,Not an Incumbent,"3,236.00","1,962.00","1,708.00","1,274.00",1528,0,0,0,12/31/2025,,
"Reyna, Bernardo",TX 010,US HOUSE,Y,1,D,Not an Incumbent,"3,182.00","3,239.00",0,-57,57,3125,0,3125,12/31/2025,,
"Ngabo, Espoir",TX 007,US HOUSE,Y,1,3,Not an Incumbent,"3,132.00","3,125.00","2,132.00",7,1000,0,0,0,12/31/2025,,
"Fechter, Leonard",PA 012,US HOUSE,Y,1,R,Not an Incumbent,"3,130.00","1,404.00","3,130.00","1,726.00",0,0,0,0,12/31/2025,,
"Recile, Rudy",CA 008,US HOUSE,Y,1,R,Not an Incumbent,"3,130.00","3,360.00","3,573.00",807,0,25,468,31272,12/31/2025,,
"Williams, Kelly",DC 001,US HOUSE,Y,1,D,Not an Incumbent,"3,094.00","1,650.00","3,094.00","1,444.00",0,0,0,0,12/31/2025,,
"Bell, Amanda",WI 006,US HOUSE,Y,1,D,Not an Incumbent,"3,077.84","2,115.84","2,530.00",962,548,0,0,0,12/31/2025,,
"Jay, Bowman",KY 006,US HOUSE,Y,1,I,Not an Incumbent,"3,050.00","3,231.00",0,19,3050,0,0,0,12/31/2025,,
"Ferguson, Joshua",KY 002,US HOUSE,Y,1,R,Not an Incumbent,"3,013.00","3,013.00","2,513.00",0,500,0,0,0,12/31/2025,,
"Forgy, Jessica",TX 014,US HOUSE,Y,1,R,Not an Incumbent,"3,000.00",380,"3,000.00","3,619.00",0,0,0,0,3/31/2025,,
"Briem, Margaret",OH 013,US HOUSE,Y,1,R,Not an Incumbent,"2,939.00","1,630.00","2,839.00","1,308.00",100,0,0,13393,12/31/2025,,
"Ellis, Jameson",TX 002,US HOUSE,Y,1,R,Not an Incumbent,"2,934.00","2,983.00","6,339.00",0,0,0,0,0,3/31/2025,,
"Crosson, Rick",WI 008,US HOUSE,Y,1,D,Not an Incumbent,"2,900.00",603,"2,900.00","7,394.00",0,0,0,0,12/31/2025,,
"Bilash Dr., M.D., Timothy",CA 050,US HOUSE,Y,1,D,Not an Incumbent,"2,852.00","2,809.00",72,343,2310,470,0,0,12/31/2025,,
"Bilash, Tim",MO 002,US HOUSE,Y,1,D,Not an Incumbent,"2,852.00","2,809.00",72,343,2310,470,0,0,12/31/2025,,
"Olsen, Erik",WI 002,US HOUSE,Y,1,R,Not an Incumbent,"2,840.00","3,414.00",50,0,2790,0,0,0,9/12/2025,,
"Williams, Veronica",TX 023,US HOUSE,Y,1,I,Not an Incumbent,"2,805.00",0,"2,805.00","2,805.00",0,0,0,0,12/31/2025,,
"Howard Jr, Greg",AL 005,US HOUSE,Y,1,D,Not an Incumbent,"2,776.00","2,189.00",500,586,0,0,0,0,6/30/2025,,
"Wiedenfeld-Needham, Boris",OR 004,US HOUSE,Y,1,D,Not an Incumbent,"2,760.00","2,561.00","2,850.00",198,10,0,0,0,12/31/2025,,
"Dellinger, Paul",FL 008,US HOUSE,Y,1,D,Not an Incumbent,"2,705.00",570,"2,705.00","2,135.00",0,0,0,0,9/30/2025,,
"Friedman, Paul",IL 009,US HOUSE,Y,1,R,Not an Incumbent,"2,700.00",0,"2,700.00","2,700.00",0,0,0,0,12/31/2025,,
"Heidenreich, Michael",WI 006,US HOUSE,Y,1,D,Not an Incumbent,"2,651.00","1,522.00","2,535.00","1,128.00",116,0,0,0,12/31/2025,,
"Hunt, Grayson",MO 007,US HOUSE,Y,1,R,Not an Incumbent,"2,638.00","2,638.00",0,0,0,2638,0,2638,12/31/2025,,
"Yonce, Eric",FL 006,US HOUSE,Y,1,D,Not an Incumbent,"2,628.00","1,492.00","2,628.00","1,135.00",0,100,100,0,12/31/2025,,
"Salas, Jessica",OR 003,US HOUSE,Y,1,D,Not an Incumbent,"2,605.00","1,540.00","2,505.00","1,064.00",100,100,100,0,12/31/2025,,
"Dennis, Jackson",KY 004,US HOUSE,Y,1,R,Not an Incumbent,"2,590.00","2,590.00","2,590.00",0,0,0,0,0,12/8/2025,,
"Lucio, Daniel",AZ 001,US HOUSE,Y,1,D,Not an Incumbent,"2,501.00","1,461.00","1,265.00","1,040.00",0,1236,0,1236,12/31/2025,,
"Kim, Heerak",VA 008,US HOUSE,Y,1,R,Not an Incumbent,"2,500.00","1,389.00",500,"1,389.00",2000,0,0,0,12/31/2025,,
"Stockton, James",FL 006,US HOUSE,Y,1,D,Not an Incumbent,"2,472.00",523,"2,472.00","2,010.00",0,0,0,0,6/30/2025,,
"Ulrich, Sarah",FL 007,US HOUSE,Y,1,R,Not an Incumbent,"2,429.00",59,"2,429.00","2,369.00",0,0,0,0,12/31/2025,,
"Murchinson-Rivera, Ronnie",FL 006,US HOUSE,Y,1,D,Not an Incumbent,"2,380.00","1,628.00",983,752,0,1297,0,1297,12/31/2025,,
"Descheenie, Eric",AZ 002,US HOUSE,Y,1,D,Not an Incumbent,"2,378.00",224,"2,378.00","2,153.00",0,0,0,4500,12/31/2025,,
"Weber, Daniel",TX 021,US HOUSE,Y,1,D,Not an Incumbent,"2,371.00",36,"2,341.00","2,334.00",30,0,0,0,9/30/2025,,
"Johnson, Bethany",IL 009,US HOUSE,Y,1,D,Not an Incumbent,"2,323.00",369,"2,126.00","1,954.00",197,0,0,0,9/30/2025,,
"Diallo, Oumou",KY 003,US HOUSE,Y,1,I,Not an Incumbent,"2,298.00",789,"1,731.00","1,509.00",567,0,0,0,12/31/2025,,
"Solis, Alexis",MD 005,US HOUSE,Y,1,D,Not an Incumbent,"2,252.00",0,"2,252.00","2,252.00",0,0,0,0,12/31/2025,,
"Crosby, Peter",UT 002,US HOUSE,Y,1,D,Not an Incumbent,"2,005.00","1,037.00","2,005.00",967,0,0,0,0,12/31/2025,,
"Shea, James",VA 001,US HOUSE,Y,1,D,Not an Incumbent,"1,960.00","1,960.00","1,410.00",0,0,0,700,0,12/31/2025,,
"Risner, Linvel",GA 014,US HOUSE,Y,1,R,Not an Incumbent,"1,930.00","1,325.00",488,605,1441,0,0,0,12/31/2025,,
"Leon, Stephen",MD 008,US HOUSE,Y,1,D,Not an Incumbent,"1,925.00","1,925.00",0,"1,000.00",1925,0,0,0,9/30/2025,,
"Robson, Alexander",GA 004,US HOUSE,Y,1,D,Not an Incumbent,"1,924.00","1,868.00","1,446.00",-152,478,0,0,0,3/31/2026,,
"Anthony Ms., Hadley",MD 007,US HOUSE,Y,1,D,Not an Incumbent,"1,906.00","2,598.00","1,906.00",-692,0,0,0,0,12/31/2025,,
"Sabio, Tony",VA 008,US HOUSE,Y,1,R,Not an Incumbent,"1,840.00",67,"1,840.00","1,772.00",0,0,0,0,12/31/2025,,
"Steinhoff, Ben",WI 005,US HOUSE,Y,1,D,Not an Incumbent,"1,756.00","5,741.00","1,756.00","-6,592.00",0,0,0,1000,12/31/2025,,
"Foley, Michael",MN 006,US HOUSE,Y,1,R,Not an Incumbent,"1,719.00",692,"1,062.00","1,027.00",656,0,0,0,12/31/2025,,
"Stills, Gage",WI 001,US HOUSE,Y,1,D,Not an Incumbent,"1,649.00",962,"1,649.00",687,0,0,0,0,9/30/2025,,
"Albers, Troy",FL 003,US HOUSE,Y,1,D,Not an Incumbent,"1,637.00","1,637.00",0,0,0,1637,0,1637,12/31/2025,,
"Taveras, Joshua",NY 002,US HOUSE,Y,1,D,Not an Incumbent,"1,528.00","1,236.00","1,503.00",0,25,0,0,0,9/30/2026,,
"Robinson Jr, Roger",SC 002,US HOUSE,Y,1,D,Not an Incumbent,"1,501.00","1,321.00","1,501.00","2,664.00",0,0,0,0,12/31/2025,,
"Rivera-Diaz, Ariel",NY 014,US HOUSE,Y,1,R,Not an Incumbent,"1,494.00",19,"1,494.00","1,475.00",0,0,0,3500,9/30/2025,,
"King, Joely",IL 001,US HOUSE,Y,1,D,Not an Incumbent,"1,439.00",541,"1,218.00",897,221,0,0,0,9/30/2025,,
"Mendoza Esq., Valentina",NJ 007,US HOUSE,Y,1,D,Not an Incumbent,"1,380.00","2,094.00",750,0,0,0,0,0,1/11/2026,,
"Tyler, John",CA 004,US HOUSE,Y,1,D,Not an Incumbent,"1,351.00","1,303.00",154,47,1230,0,0,0,12/31/2025,,
"Hancock Jr, John",OH 001,US HOUSE,Y,1,L,Not an Incumbent,"1,316.00",0,176,"1,316.00",1139,0,0,0,12/31/2025,,
"Harris, Jonathan",FL 016,US HOUSE,Y,1,D,Not an Incumbent,"1,300.00",67,"1,200.00","1,233.00",100,0,0,0,12/31/2025,,
"Anderson, Michael",NJ 012,US HOUSE,Y,1,D,Not an Incumbent,"1,275.00",290,"1,275.00",984,0,0,0,0,12/31/2025,,
"Gonzalez, Patricia",FL 024,US HOUSE,Y,1,R,Not an Incumbent,"1,225.00","1,225.00",25,0,0,1200,0,1200,12/31/2025,,
"Nagy, Jay",TX 034,US HOUSE,Y,1,R,Not an Incumbent,"1,157.00","8,095.00","8,121.00","-6,937.00",0,0,0,0,12/31/2025,,
"Jones, Gian",NY 004,US HOUSE,Y,1,D,Not an Incumbent,"1,100.00","1,030.00",0,"9,652.00",1100,0,0,2348,12/31/2025,,
"Diaz, Max",SC 001,US HOUSE,Y,1,D,Not an Incumbent,"1,068.00",939,"1,068.00",43,0,0,0,0,12/31/2025,,
"Strickland, Megahn",GA 014,US HOUSE,Y,1,R,Not an Incumbent,"1,000.00",0,0,"1,000.00",0,1000,0,1000,12/31/2025,,
"Malzahn, Janet",TX 037,US HOUSE,Y,1,R,Not an Incumbent,"1,000.00",0,"1,000.00","1,000.00",0,0,0,3125,12/31/2025,,
"Roberson, Jules",OK 003,US HOUSE,Y,1,D,Not an Incumbent,945,434,840,510,105,0,0,0,12/31/2025,,
"Stefanko, Michael",MN 002,US HOUSE,Y,1,D,Not an Incumbent,935,935,0,0,935,0,0,0,5/16/2025,,
"Hocevar Ii, Christopher",AR 003,US HOUSE,Y,1,I,Not an Incumbent,931,857,488,74,442,0,0,0,12/31/2025,,
"Chaudhry, Melissa",WA 009,US HOUSE,Y,1,D,Not an Incumbent,914,"12,371.00",905,"107,286.00",0,0,0,0,9/30/2025,,
"Jaye, Brian",MI 010,US HOUSE,Y,1,D,Not an Incumbent,909,"2,600.00",909,"1,380.00",0,0,0,0,12/31/2025,,
"Vanburg Dr., Regina",TX 021,US HOUSE,Y,1,D,Not an Incumbent,908,31,908,876,0,0,0,0,9/30/2025,,
"Cramer, Cyle",MN 008,US HOUSE,Y,1,D,Not an Incumbent,901,"1,022.00",901,"2,794.00",0,0,0,2545,12/31/2025,,
"Cooper Ii, Robert",FL 006,US HOUSE,Y,1,D,Not an Incumbent,890,0,890,890,0,0,0,0,12/31/2025,,
"Hand, Chuck",GA 002,US HOUSE,Y,1,R,Not an Incumbent,874,545,874,329,0,0,0,0,12/31/2025,,
"Chai, Amy",CT 001,US HOUSE,Y,1,R,Not an Incumbent,839,"1,607.00",104,-669,700,35,0,35,12/31/2025,,
"Andrade, Javi",TX 010,US HOUSE,Y,1,D,Not an Incumbent,742,0,742,742,0,0,0,0,9/30/2025,,
"Andrade, Javi",TX 021,US HOUSE,Y,1,D,Not an Incumbent,742,0,742,742,0,0,0,0,9/30/2025,,
"Wagner, Justin",PA 016,US HOUSE,Y,1,D,Not an Incumbent,720,0,100,720,620,0,0,0,9/30/2025,,
"Barkley, Mike",CA 005,US HOUSE,Y,1,D,Not an Incumbent,700,989,680,"4,449.00",0,0,0,537275,12/31/2025,,
"Wadsworth, Morgan",NV 002,US HOUSE,Y,1,D,Not an Incumbent,700,0,25,725,0,675,0,675,12/31/2025,,
"Bristow, Nigel",NC 009,US HOUSE,Y,1,D,Not an Incumbent,688,0,688,688,0,0,0,0,12/31/2025,,
"Burket, Daniel",OH 005,US HOUSE,Y,1,D,Not an Incumbent,664,23,664,640,0,0,0,0,12/31/2025,,
"Hall, Donyale",DE 001,US HOUSE,Y,1,R,Not an Incumbent,637,523,637,114,0,0,0,0,12/31/2025,,
"Garcia, Eric",CA 022,US HOUSE,Y,1,D,Not an Incumbent,593,0,590,593,0,0,0,20910,12/31/2025,,
"Valenciano, Roman",IL 014,US HOUSE,Y,1,D,Not an Incumbent,590,555,38,34,0,551,0,551,9/30/2025,,
"Zylberfink, Andrew",MA 008,US HOUSE,Y,1,D,Not an Incumbent,569,469,0,100,569,0,0,0,12/31/2025,,
"Bennett, Robert",NC 002,US HOUSE,Y,1,D,Not an Incumbent,529,529,529,0,0,0,0,0,12/9/2025,,
"Fratto, John",FL 019,US HOUSE,Y,1,R,Not an Incumbent,520,619,520,439,0,0,0,15041,12/31/2025,,
"Dana, Ricky",MO 004,US HOUSE,Y,1,D,Not an Incumbent,519,297,469,221,50,0,0,0,12/31/2025,,
"Neidhart, David",CA 027,US HOUSE,Y,1,R,Not an Incumbent,518,268,0,250,0,518,0,2518,12/31/2025,,
"Knudtson, Rustin",CA 036,US HOUSE,Y,1,D,Not an Incumbent,500,0,500,500,0,0,0,0,12/31/2025,,
"Pietrowicz, Joshua",ME 001,US HOUSE,Y,1,R,Not an Incumbent,500,0,0,500,500,0,0,0,12/31/2025,,
"Garth, Michael",NJ 007,US HOUSE,Y,1,D,Not an Incumbent,500,61,0,438,500,0,0,0,6/7/2025,,
"Lewis Ii, Joseph",NJ 011,US HOUSE,Y,1,D,Not an Incumbent,435,13,435,421,0,0,0,0,12/31/2025,,
"Criswell, Jeff",GA 014,US HOUSE,Y,1,R,Not an Incumbent,399,181,450,217,480,0,531,17610,12/31/2025,,
"Srado, Antonio",FL 022,US HOUSE,Y,1,R,Not an Incumbent,319,319,319,0,0,0,0,0,12/31/2025,,
"Lynch, Michael",MI 002,US HOUSE,Y,1,D,Not an Incumbent,300,"4,628.00",300,0,0,0,0,0,9/30/2025,,
"Mayfield, Darius",NJ 012,US HOUSE,Y,1,R,Not an Incumbent,300,432,0,0,300,0,0,0,1/23/2025,,
"Shlomi, Offer",TX 031,US HOUSE,Y,1,R,Not an Incumbent,274,159,274,115,0,0,0,0,12/31/2025,,
"Carrizales Jr, Richard",MI 002,US HOUSE,Y,1,D,Not an Incumbent,263,179,263,83,0,0,0,0,1/5/2026,,
"Villatoro, Claudia",FL 025,US HOUSE,Y,1,R,Not an Incumbent,250,9,250,240,0,0,0,0,12/31/2025,,
"Braden, Ronnie",TN 006,US HOUSE,Y,1,R,Not an Incumbent,234,"2,008.00",234,"-1,773.00",0,0,0,0,12/31/2025,,
"Marschall, Joey",WI 006,US HOUSE,Y,1,D,Not an Incumbent,201,9,200,191,1,0,0,0,6/30/2025,,
"Matthewson, Roy",CO 005,US HOUSE,Y,1,I,Not an Incumbent,200,145,200,108,0,0,0,0,3/31/2025,,
"Hawn, Joel",TN 003,US HOUSE,Y,1,D,Not an Incumbent,140,69,110,70,30,0,0,0,3/31/2025,,
"Tomkins, Anthony",UT 002,US HOUSE,Y,1,D,Not an Incumbent,119,119,0,0,119,0,0,0,9/30/2025,,
"Shelby, Dylan",CO 006,US HOUSE,Y,1,D,Not an Incumbent,103,68,10,34,25,68,0,68,6/30/2025,,
"Cooper Iii, James",GA 008,US HOUSE,Y,1,D,Not an Incumbent,101,37,70,63,31,0,0,1230,9/30/2025,,
"Zappone, Massimiliano",NY 012,US HOUSE,Y,1,R,Not an Incumbent,100,0,100,100,0,0,0,0,12/31/2025,,
"Tandon, Ritesh",CA 017,US HOUSE,Y,1,D,Not an Incumbent,100,45,100,55,0,0,0,2089,12/31/2025,,
"Ganezer, David",CA 011,US HOUSE,Y,1,R,Not an Incumbent,58.76,15.76,59,43,0,0,0,0,12/31/2025,,
"Verlato, April",CA 028,US HOUSE,Y,1,R,Not an Incumbent,50,"7,445.00",50,442,0,0,0,0,12/31/2025,,
"Clark, James",ME 002,US HOUSE,Y,1,R,Not an Incumbent,50,0,50,50,0,0,0,0,12/31/2025,,
"Estes Jr, Kenneth",NY 024,US HOUSE,Y,1,I,Not an Incumbent,40,0,0,80,0,40,0,40,12/31/2025,,
"Ahmed, Christian",CA 040,US HOUSE,Y,1,I,Not an Incumbent,30,0,30,130,0,0,0,0,6/3/2025,,
"Cohen, Tina",TX 007,US HOUSE,Y,1,R,Not an Incumbent,25,"19,782.00",25,"74,126.00",0,0,0,50000,12/31/2025,,
"Elliott, Stephen",FL 019,US HOUSE,Y,1,R,Not an Incumbent,25,25,25,0,0,0,0,0,12/17/2025,,
"Ayers, Austin",NC 003,US HOUSE,Y,1,R,Not an Incumbent,20,1,20,19,0,0,0,0,12/31/2025,,
"Honer, Bradley",AZ 004,US HOUSE,Y,1,R,Not an Incumbent,10,888,10,-878,0,0,0,0,4/5/2025,,
"Sciretta, Nicholas",NY 004,US HOUSE,Y,1,D,Not an Incumbent,7,0,7,7,0,0,0,0,9/30/2025,,
"Gluck, George",MD 006,US HOUSE,Y,1,D,Not an Incumbent,5,0,5,5,0,0,0,0,3/31/2025,,
"Forde, Brian",CA 045,US HOUSE,Y,1,D,Not an Incumbent,0,0,0,"220,761.00",0,0,0,0,12/31/2025,,
